patent_id,patent_type,patent_date,patent_title,year
10007534,utility,2018-06-26,Methods and apparatus to manage asset capabilities in a computing environment using a common agent framework,2018
10007535,utility,2018-06-26,Method and system for an automation framework for internationalization compliant applications,2018
10007536,utility,2018-06-26,"Virtualization system, switch controller, fiber-channel switch, migration method and migration program",2018
10007537,utility,2018-06-26,Method for targeted resource virtualization in containers,2018
10007538,utility,2018-06-26,Assigning applications to virtual machines using constraint programming,2018
10007539,utility,2018-06-26,On-demand cloning of virtual machines,2018
10007540,utility,2018-06-26,Virtual machine reboot information persistence into host memory,2018
10007541,utility,2018-06-26,Method for operating a mobile virtual environment upon connection to a host computer,2018
10007542,utility,2018-06-26,Virtual machine placement with automatic deployment error recovery based on a status log maintained during deployment,2018
10007543,utility,2018-06-26,Caching graphics operation outputs,2018
10007544,utility,2018-06-26,Network traffic control by association of network packets and processes,2018
10007545,utility,2018-06-26,Dynamic altering of SRIOV virtual function (VF) resources including DMA windows without bringing down the VF,2018
10007546,utility,2018-06-26,Operating-system exchanges using memory-pointer transfers,2018
10007547,utility,2018-06-26,Specifying an invocation order of a plurality of resources in a transaction according to resource distance,2018
10007548,utility,2018-06-26,Transaction system,2018
10007549,utility,2018-06-26,Apparatus and method for a profiler for hardware transactional memory programs,2018
10007550,utility,2018-06-26,Systems and methods for reordering sequential actions,2018
10007551,utility,2018-06-26,Techniques for switching threads within routines,2018
10007552,utility,2018-06-26,System and method for dual OS memory switching,2018
10007553,utility,2018-06-26,"Method for configuring an it system, corresponding computer program and it system",2018
10007554,utility,2018-06-26,Task scheduling based on user interaction,2018
10007555,utility,2018-06-26,Dynamic resource management,2018
10007556,utility,2018-06-26,Reducing utilization speed of disk storage based on rate of resource provisioning,2018
10007557,utility,2018-06-26,Computing resource controller and control method for multiple engines to share a shared resource,2018
10007558,utility,2018-06-26,Method and apparatus for allocating central processing unit resources in a default resource pool,2018
10007559,utility,2018-06-26,Virtual tiering,2018
10007560,utility,2018-06-26,Capacity and load analysis using storage attributes,2018
10007561,utility,2018-06-26,Multi-mode device for flexible acceleration and storage provisioning,2018
10007562,utility,2018-06-26,Business transaction context for call graph,2018
10007563,utility,2018-06-26,Event chain detection,2018
10007564,utility,2018-06-26,Information processing apparatus and operation verifying method,2018
10007565,utility,2018-06-26,Dynamic deep links to targets,2018
10007566,utility,2018-06-26,Message ordering and idempotency enforcement process,2018
10007567,utility,2018-06-26,Method and device for recovering data replication between storage devices,2018
10007568,utility,2018-06-26,Testing a non-core MMU,2018
10007570,utility,2018-06-26,"Monitoring unit, control system, and computer readable medium",2018
10007571,utility,2018-06-26,Policy based dynamic data collection for problem analysis,2018
10007572,utility,2018-06-26,Memory system and method of operating the memory system,2018
10007573,utility,2018-06-26,Preferred state encoding in non-volatile memories,2018
10007574,utility,2018-06-26,Memory controller utilizing an error coding dispersal function,2018
10007575,utility,2018-06-26,Alternative multiple memory format storage in a storage network,2018
10007576,utility,2018-06-26,Techniques for implementing batch processing in a database system,2018
10007577,utility,2018-06-26,Methods and apparatus to facilitate distributed data backup,2018
10007578,utility,2018-06-26,Application performance using package and catalog cache prefetching during database recovery,2018
10007579,utility,2018-06-26,Memory backup management in computing systems,2018
10007580,utility,2018-06-26,Assigning storage locations based on a graph structure of a workload,2018
10007581,utility,2018-06-26,Systems and methods for constructing composable persistent data structures,2018
10007582,utility,2018-06-26,Rebuild rollback support in distributed SDS systems,2018
10007583,utility,2018-06-26,Generating a data structure to maintain error and connection information on components and use the data structure to determine an error correction operation,2018
10007584,utility,2018-06-26,Automated container migration in a platform-as-a-service system,2018
10007585,utility,2018-06-26,"Fault-tolerant methods, systems and architectures for data storage, retrieval and distribution",2018
10007586,utility,2018-06-26,Deferred server recovery in computing systems,2018
10007587,utility,2018-06-26,Systems and methods for pre-generation and pre-storage of repair fragments in storage systems,2018
10007588,utility,2018-06-26,Full address coverage during memory array built-in self-test with minimum transitions,2018
10007589,utility,2018-06-26,System and method for universal serial bus (USB) protocol debugging,2018
10007590,utility,2018-06-26,Identifying and tracking frequently accessed registers in a processor,2018
10007591,utility,2018-06-26,Adaptive content balancing in a web application environment,2018
10007592,utility,2018-06-26,Debugging non-deterministic embedded systems,2018
10007593,utility,2018-06-26,Injection of data into a software application,2018
10007594,utility,2018-06-26,Proactive cognitive analysis for inferring test case dependencies,2018
10007595,utility,2018-06-26,Intelligent software test augmenting,2018
10007596,utility,2018-06-26,Generating test scripts through application integration,2018
10007597,utility,2018-06-26,Software testing management,2018
10007598,utility,2018-06-26,Data-driven testing framework,2018
10007599,utility,2018-06-26,Method for refreshing dynamic random access memory and a computer system,2018
10007600,utility,2018-06-26,NVS thresholding for efficient data management,2018
10007601,utility,2018-06-26,Data storage device and operating method for flash memory,2018
10007602,utility,2018-06-26,Flash copy relationship management,2018
10007603,utility,2018-06-26,Nonvolatile memory device and operating method thereof for performing dumping operations between cache latch and data latch of page buffers during input/output operations,2018
10007604,utility,2018-06-26,Storage device optimization,2018
10007605,utility,2018-06-26,Hardware-based array compression,2018
10007606,utility,2018-06-26,Implementation of reserved cache slots in computing system having inclusive/non inclusive tracking and two level system memory,2018
10007607,utility,2018-06-26,Invalidation and refresh of multi-tier distributed caches,2018
10007608,utility,2018-06-26,Cache region concept,2018
10007609,utility,2018-06-26,"Method, apparatus and computer programs providing cluster-wide page management",2018
10007610,utility,2018-06-26,Tuning global digests caching in a data deduplication system,2018
10007611,utility,2018-06-26,Sizing a write cache buffer based on emergency data save parameters,2018
10007612,utility,2018-06-26,Systems and methods for pre-population of graphics image cache in virtual desktop environment,2018
10007613,utility,2018-06-26,Reconfigurable fetch pipeline,2018
10007614,utility,2018-06-26,Method and apparatus for determining metric for selective caching,2018
10007615,utility,2018-06-26,Methods and apparatus for performing fast caching,2018
10007616,utility,2018-06-26,Methods for core recovery after a cold start,2018
10007617,utility,2018-06-26,Data processing system and operation method thereof,2018
10007618,utility,2018-06-26,Multi-source address translation service (ATS) with a single ATS resource,2018
10007619,utility,2018-06-26,Multi-threaded translation and transaction re-ordering for memory management units,2018
10007620,utility,2018-06-26,System and method for cache replacement using conservative set dueling,2018
10007621,utility,2018-06-26,"Method for setting universal serial bus (USB) interface of electronic device, and electronic device",2018
10007622,utility,2018-06-26,Method for reduced load memory module,2018
10007623,utility,2018-06-26,Data processor and control system,2018
10007624,utility,2018-06-26,Electronic device for blocking interrupt requests,2018
10007625,utility,2018-06-26,Resource allocation by virtual channel management and bus multiplexing,2018
10007626,utility,2018-06-26,Storage performance testing to evaluate moving data among arrays,2018
10007627,utility,2018-06-26,Method and apparatus for automatic signal exchange between multiple embedded CPU boards,2018
10007628,utility,2018-06-26,Dynamically adjustable multi-line bus shared by multi-protocol devices,2018
10007629,utility,2018-06-26,Inter-processor bus link and switch chip failure recovery,2018
10007630,utility,2018-06-26,Encapsulation enabled PCIE virtualisation,2018
10007631,utility,2018-06-26,Display device,2018
10007632,utility,2018-06-26,Computing device interface connectors for peripheral component interconnect compliant devices and other devices,2018
10007633,utility,2018-06-26,"Field bus coupler for connecting input/output modules to a field bus, and method of operation for a field bus coupler",2018
10007634,utility,2018-06-26,Method to enable intel mini-mezz open compute project (OCP) plug-and-play network phy cards,2018
10007635,utility,2018-06-26,"Communication apparatus, portable terminal apparatus, and communication system",2018
10007636,utility,2018-06-26,Microcontroller programmable system on a chip,2018
10007637,utility,2018-06-26,Single wire bus system,2018
10007638,utility,2018-06-26,Asynchronous notification including parameter values in serial advanced technology attachment protocol,2018
10007639,utility,2018-06-26,PLL system with master and slave devices,2018
10007640,utility,2018-06-26,"Method for ascertaining the fertilizer requirement, in particular the nitrogen fertilizer requirement, and apparatus for carrying out the method",2018
10007641,utility,2018-06-26,System and method for managing vehicle by using mobile terminal,2018
10007642,utility,2018-06-26,"Information processing device, information processing method, and program",2018
10007643,utility,2018-06-26,Robust regression analysis techniques using exponential random variables,2018
10007644,utility,2018-06-26,Data analytic consistency of visual discoveries in sample datasets,2018
10007645,utility,2018-06-26,Modifying the presentation of a content item,2018
10007646,utility,2018-06-26,Method and system for presenting multiple levels of content for a document,2018
10007647,utility,2018-06-26,Adapting and validating graphical user interfaces for target devices,2018
10007648,utility,2018-06-26,Manual creation for a program product,2018
10007649,utility,2018-06-26,Entity-based document content change management system,2018
10007650,utility,2018-06-26,Methods and systems for annotating electronic documents,2018
10007651,utility,2018-06-26,Detect errors in intermediate electronic documents,2018
10007652,utility,2018-06-26,Method for reusing and dynamically filtering content for structured document construction,2018
10007653,utility,2018-06-26,Methods and systems of creating a confidence map for fillable forms,2018
10007654,utility,2018-06-26,Feedback validation of electronically generated forms,2018
10007655,utility,2018-06-26,Table size dependent transaction target table display,2018
10007656,utility,2018-06-26,DOM snapshot capture,2018
10007657,utility,2018-06-26,Content development and distribution using cognitive sciences database,2018
10007658,utility,2018-06-26,Multi-stage recognition of named entities in natural language text based on morphological and semantic features,2018
10007659,utility,2018-06-26,Method for assigning semantic information to word through learning using text corpus,2018
10007660,utility,2018-06-26,Contextual language understanding for multi-turn language tasks,2018
10007661,utility,2018-06-26,"Automated receiver message sentiment analysis, classification and prioritization",2018
10007662,utility,2018-06-26,"Systems and methods for recognizing, classifying, recalling and analyzing information utilizing SSM sequence models",2018
10007663,utility,2018-06-26,Training statistical speech translation systems from speech,2018
10007664,utility,2018-06-26,"Systems, methods and apparatus for dynamic content management and delivery",2018
10007665,utility,2018-06-26,Displaying nodes on a view screen,2018
10007666,utility,2018-06-26,"Device and method for managing structured document, and computer program product",2018
10007667,utility,2018-06-26,Systems and methods for document management for sharing documents according to document category,2018
10007668,utility,2018-06-26,Method and system for triggering ingestion of remote content by a streaming server using uniform resource locator folder mapping,2018
10007669,utility,2018-06-26,Methods and systems for exporting and converting proprietary format files comprising a digital content work to open standard format compatible files,2018
10007670,utility,2018-06-26,"Method, system, and computer program product for sharing information",2018
10007671,utility,2018-06-26,Data storage system employing space reclaim approximation,2018
10007672,utility,2018-06-26,Global digests caching in a data deduplication system,2018
10007673,utility,2018-06-26,Cluster file system comprising data mover module arranged between front-end and back-end file systems,2018
10007674,utility,2018-06-26,Data revision control in large-scale data analytic systems,2018
10007675,utility,2018-06-26,Method of improving database integrity for driver assistance applications,2018
10007676,utility,2018-06-26,Geospatial smoothing in web applications,2018
10007677,utility,2018-06-26,System and method for geospatial indexing,2018
10007678,utility,2018-06-26,"Image processing apparatus, image processing method, and recording medium",2018
10007679,utility,2018-06-26,Enhanced max margin learning on multimodal data mining in a multimedia database,2018
10007680,utility,2018-06-26,Content collection search with robust content matching,2018
10007681,utility,2018-06-26,Adaptive sampling via adaptive optimal experimental designs to extract maximum information from large data repositories,2018
10007682,utility,2018-06-26,Dynamically maintaining data structures driven by heterogeneous clients in a distributed data collection system,2018
10007683,utility,2018-06-26,Conditional creation of child nodes based on ancestor node metadata runtime values,2018
10007684,utility,2018-06-26,Generating a view for a schema including information on indication to transform recursive types to non-recursive structure in the schema,2018
10007685,utility,2018-06-26,Data logs management in a multi-client architecture,2018
10007686,utility,2018-06-26,Automatic vertical-database design,2018
10007687,utility,2018-06-26,Device and process for remote management of a network of audiovisual information reproductions systems,2018
10007688,utility,2018-06-26,Methods and devices for efficient feature matching,2018
10007689,utility,2018-06-26,Temporally consistent group keys,2018
10007690,utility,2018-06-26,Data ingestion stager for time series database,2018
10007691,utility,2018-06-26,Prioritizing repopulation of in-memory compression units,2018
10007692,utility,2018-06-26,Partition filtering using smart index in memory,2018
10007693,utility,2018-06-26,Dynamic determination of categorical search results,2018
10007694,utility,2018-06-26,Managing data sets of a storage system,2018
10007695,utility,2018-06-26,Replication lag-constrained deletion of data in a large-scale distributed data storage system,2018
10007696,utility,2018-06-26,Feed for expecting entities for address books,2018
10007697,utility,2018-06-26,Location search device,2018
10007698,utility,2018-06-26,Table parameterized functions in database,2018
10007699,utility,2018-06-26,Optimized exclusion filters for multistage filter processing in queries,2018
10007700,utility,2018-06-26,Query optimization for group-by extensions and distinct aggregate functions,2018
10007701,utility,2018-06-26,Database consolidation advisor,2018
10007702,utility,2018-06-26,Processing an input query,2018
10007703,utility,2018-06-26,Feed upload for search entity based content selection,2018
10007704,utility,2018-06-26,Window management in a stream computing environment,2018
10007705,utility,2018-06-26,Display of boosted slashtag results,2018
10007706,utility,2018-06-26,Identifying one or more relevant social networks for one or more collaboration artifacts,2018
10007707,utility,2018-06-26,"System and method for modification, personalization and customizable filtering of search results and search result ranking in an internet-based search engine",2018
10007708,utility,2018-06-26,System and method of providing visualization suggestions,2018
10007709,utility,2018-06-26,Information processing device and information processing method,2018
10007710,utility,2018-06-26,Adaptive control of data collection requests sent to external data sources,2018
10007711,utility,2018-06-26,Data rendering optimization,2018
10007712,utility,2018-06-26,Enforcing user-specified rules,2018
10007713,utility,2018-06-26,Metadata extraction and management,2018
10007714,utility,2018-06-26,Ongoing management for pre-planned handling of digital presence,2018
10007715,utility,2018-06-26,Database replication,2018
10007716,utility,2018-06-26,System for decomposing clustering events from managed infrastructures coupled to a data extraction device,2018
10007717,utility,2018-06-26,Clustering communications based on classification,2018
10007718,utility,2018-06-26,Managing data within a temporal relational database management system,2018
10007719,utility,2018-06-26,Compensating for individualized bias of search users,2018
10007720,utility,2018-06-26,Automatic conversation analysis and participation,2018
10007721,utility,2018-06-26,"Computer systems, methods, and components for overcoming human biases in subdividing large social groups into collaborative teams",2018
10007722,utility,2018-06-26,Presenting collaboration summaries of artifacts to improve engagement of user in collaboration activities,2018
10007723,utility,2018-06-26,Methods for identifying audio or video content,2018
10007724,utility,2018-06-26,"Creating, rendering and interacting with a multi-faceted audio cloud",2018
10007725,utility,2018-06-26,Analyzing user searches of verbal media content,2018
10007726,utility,2018-06-26,Resolving a host expression to an internet protocol address,2018
10007727,utility,2018-06-26,Method and system for processing raw financial data streams to produce and distribute structured and validated product offering objects,2018
10007728,utility,2018-06-26,Determining a community page for a concept in a social networking system,2018
10007729,utility,2018-06-26,"Collaboratively finding, organizing and/or accessing information",2018
10007730,utility,2018-06-26,Compensating for bias in search results,2018
10007731,utility,2018-06-26,Deduplication in search results,2018
10007732,utility,2018-06-26,Ranking content items based on preference scores,2018
10007733,utility,2018-06-26,High-performance network data capture and storage,2018
10007734,utility,2018-06-26,Real time document presentation data synchronization through generic service,2018
10007735,utility,2018-06-26,Tailored interpersonal communication platform (ICP) management,2018
10007736,utility,2018-06-26,Methods performed by electronic devices that facilitate navigating a webpage,2018
10007737,utility,2018-06-26,Tailored interpersonal communication platform (ICP) management,2018
10007738,utility,2018-06-26,"Method for forming webpage, peripheral apparatus and system",2018
10007739,utility,2018-06-26,Address database reconciliation,2018
10007740,utility,2018-06-26,Pattern matching based character string retrieval,2018
10007741,utility,2018-06-26,Method for simulating the geological formation of a river zone,2018
10007742,utility,2018-06-26,Particle flow simulation system and method,2018
10007743,utility,2018-06-26,Model-based echo curve prediction for pulsed radar,2018
10007744,utility,2018-06-26,Process based metrology target design,2018
10007745,utility,2018-06-26,Conversion of geometric entities of 1D elements in a FEM from a source FEA tool format to a destination FEA tool format,2018
10007746,utility,2018-06-26,Method and system for generalized next-state-directed constrained random simulation,2018
10007747,utility,2018-06-26,Cross-current power modelling using logic simulation,2018
10007748,utility,2018-06-26,Safety features for high level design,2018
10007749,utility,2018-06-26,Converged adaptive compensation scheme,2018
10007750,utility,2018-06-26,Gate pad layout patterns for masks and structures,2018
10007751,utility,2018-06-26,Use of net-based target congestion ratios in global routing,2018
10007752,utility,2018-06-26,Determining proximity effect parameters for non rectangular semiconductor structures,2018
10007753,utility,2018-06-26,Methods and systems for determining meta-genotypes,2018
10007754,utility,2018-06-26,Analysis of DNA samples,2018
10007755,utility,2018-06-26,Hybrid data architecture for use within a healthcare industry optimized cognitive environment,2018
10007756,utility,2018-06-26,Medical imaging system for scan queue management,2018
10007757,utility,2018-06-26,System and method for dynamic schedule aggregation,2018
10007758,utility,2018-06-26,Medical monitoring system,2018
10007759,utility,2018-06-26,Infusion devices and methods,2018
10007760,utility,2018-06-26,Apparatus and methods for taking blood glucose measurements and recommending insulin doses,2018
10007761,utility,2018-06-26,Method and apparatus for sharing medical information,2018
10007762,utility,2018-06-26,Systems and methods for assessment of tissue function based on vascular disease,2018
10007763,utility,2018-06-26,Drug prescribing system,2018
10007764,utility,2018-06-26,Medicine dispensing system and control method thereof,2018
10007765,utility,2018-06-26,Adaptive signal processing for infusion devices and related methods and systems,2018
10007766,utility,2018-06-26,Predictive test for melanoma patient benefit from antibody drug blocking ligand activation of the T-cell programmed cell death 1 (PD-1) checkpoint protein and classifier development methods,2018
10007767,utility,2018-06-26,System and method for securing tenant data on a local appliance prior to delivery to a SaaS data center hosted application service,2018
10007768,utility,2018-06-26,System and method for distributing broadcast media based on a number of viewers,2018
10007769,utility,2018-06-26,Digital communications,2018
10007770,utility,2018-06-26,Temporary secure access via input object remaining in place,2018
10007771,utility,2018-06-26,User interface for a mobile device,2018
10007772,utility,2018-06-26,Method and apparatus for authenticating access to a multi-level secure environment of an electronic device,2018
10007773,utility,2018-06-26,Method for generating public identity for authenticating an individual carrying an identification object,2018
10007774,utility,2018-06-26,Biometric data detection device,2018
10007775,utility,2018-06-26,Managing access to an electronic system,2018
10007776,utility,2018-06-26,Systems and methods for distinguishing among human users and software robots,2018
10007777,utility,2018-06-26,Single input unlock for computing devices,2018
10007778,utility,2018-06-26,Controlled connecting method between luminaire and auxiliary device,2018
10007779,utility,2018-06-26,Methods and systems for gradual expiration of credentials,2018
10007780,utility,2018-06-26,Authentication management,2018
10007781,utility,2018-06-26,Method and system for password setting and authentication,2018
10007782,utility,2018-06-26,Method and system for facilitating replacement of system calls,2018
10007783,utility,2018-06-26,Method for protecting an automation component against program manipulations by signature reconciliation,2018
10007784,utility,2018-06-26,Technologies for control flow exploit mitigation using processor trace,2018
10007785,utility,2018-06-26,Method and apparatus for implementing virtual machine introspection,2018
10007786,utility,2018-06-26,Systems and methods for detecting malware,2018
10007787,utility,2018-06-26,Runtime return-oriented programming detection,2018
10007788,utility,2018-06-26,"Method of modeling behavior pattern of instruction set in N-gram manner, computing device operating with the method, and program stored in storage medium to execute the method in computing device",2018
10007789,utility,2018-06-26,Apparatus and method for detecting malware code by generating and analyzing behavior pattern,2018
10007790,utility,2018-06-26,Secure application development and execution,2018
10007791,utility,2018-06-26,Systems and methods for increasing security sensitivity based on social influence,2018
10007792,utility,2018-06-26,Modeling a network security environment as a game,2018
10007793,utility,2018-06-26,"Secure object having protected region, integrity tree, and unprotected region",2018
10007794,utility,2018-06-26,Methods and systems for ensuring printer looses ability to print security patterns if disconnected from approved system,2018
10007795,utility,2018-06-26,Detection and recovery of documents that have been compromised by malware,2018
10007796,utility,2018-06-26,Digital communications,2018
10007797,utility,2018-06-26,Transparent client-side cryptography for network applications,2018
10007798,utility,2018-06-26,Method for managing privacy of digital images,2018
10007799,utility,2018-06-26,Workflow and user credentials,2018
10007800,utility,2018-06-26,Remote rule execution,2018
10007801,utility,2018-06-26,Automatic audit logging of events in software applications performing regulatory workloads,2018
10007802,utility,2018-06-26,"Device, method, and graphical user interface for accessing an application in a locked device",2018
10007803,utility,2018-06-26,Searching over encrypted keywords in a database,2018
10007804,utility,2018-06-26,Secure cloud storage distribution and aggregation,2018
10007805,utility,2018-06-26,Forming a protected data field entry,2018
10007806,utility,2018-06-26,Secure boot sequence for selectively disabling configurable communication paths of a multiprocessor fabric,2018
10007807,utility,2018-06-26,Simultaneous state-based cryptographic splitting in a secure storage appliance,2018
10007808,utility,2018-06-26,Protecting application programs from malicious software or malware,2018
10007809,utility,2018-06-26,Fine-grained self-shredding data in a secure communication ecosystem,2018
10007810,utility,2018-06-26,Alternate screen reveal for instant privacy,2018
10007811,utility,2018-06-26,Anti-tamper system,2018
10007812,utility,2018-06-26,Dynamic quick response code branding,2018
10007813,utility,2018-06-26,Card reader with passive ID circuit,2018
10007814,utility,2018-06-26,Card reader and control method for card reader,2018
10007815,utility,2018-06-26,"Production method, RFID transponder, authentication method, reader device and computer program product",2018
10007816,utility,2018-06-26,On-demand activation of radio frequency identification (RFID) tag,2018
10007817,utility,2018-06-26,RFID system,2018
10007818,utility,2018-06-26,Multi-position RFID switch,2018
10007819,utility,2018-06-26,Hybrid tag for radio frequency identification system,2018
10007820,utility,2018-06-26,Systems and methods for scanning a user environment and evaluating data of interest,2018
10007821,utility,2018-06-26,"Interrogator system, apparatus and method",2018
10007822,utility,2018-06-26,Graphical barcode readers that are configured for glare reduction,2018
10007823,utility,2018-06-26,Simple code reader,2018
10007824,utility,2018-06-26,Target options for a data capture device with intuitive aiming involving specular objects,2018
10007825,utility,2018-06-26,"Positioning system using triangulation positioning based on three pixel positions, a focal length and the two-dimensional coordinates",2018
10007826,utility,2018-06-26,Transferring data files using a series of visual codes,2018
10007827,utility,2018-06-26,Systems and methods for identifying and processing a variety of objects,2018
10007828,utility,2018-06-26,Fingerprint sensor integrated type touch screen device,2018
10007829,utility,2018-06-26,Electronic device including electrostatic discharge device coupled flexure member and related methods,2018
10007830,utility,2018-06-26,Finger biometric sensor including capacitance change sensing pressure sensing circuit and related methods,2018
10007831,utility,2018-06-26,"Information processing apparatus, biometric authentication method, and recording medium",2018
10007832,utility,2018-06-26,Capacitive sensor packaging,2018
10007833,utility,2018-06-26,Capacitive sensor packaging,2018
10007834,utility,2018-06-26,"Detection control device, detection system, non-transitory storage medium, and detection control method",2018
10007835,utility,2018-06-26,"Cell region display control device, method, and program",2018
10007836,utility,2018-06-26,"Bird detection device, bird detection system, bird detection method, and program extracting a difference between the corrected images",2018
10007837,utility,2018-06-26,Determining the robot axis angle and selection of a robot with the aid of a camera,2018
10007838,utility,2018-06-26,Media content enrichment using an adapted object detector,2018
10007839,utility,2018-06-26,False face representation identification,2018
10007840,utility,2018-06-26,System for video based face recognition using an adaptive dictionary,2018
10007841,utility,2018-06-26,"Human face recognition method, apparatus and terminal",2018
10007842,utility,2018-06-26,"Same person determination device and method, and control program therefor",2018
10007843,utility,2018-06-26,Personalized segmentation of media content,2018
10007844,utility,2018-06-26,System and method for digitally watermarking digital facial portraits,2018
10007845,utility,2018-06-26,Eye state detecting method and eye state detecting system,2018
10007846,utility,2018-06-26,Image processing method,2018
10007847,utility,2018-06-26,Automatic positioning of a video frame in a collage cell,2018
10007848,utility,2018-06-26,Keyframe annotation,2018
10007849,utility,2018-06-26,Predicting external events from digital video content,2018
10007850,utility,2018-06-26,System and method for event monitoring and detection,2018
10007851,utility,2018-06-26,"Monitoring device, monitoring system and monitoring method",2018
10007852,utility,2018-06-26,Methods and apparatuses for performing object tracking using graphs,2018
10007853,utility,2018-06-26,Image generation device for monitoring surroundings of vehicle,2018
10007854,utility,2018-06-26,"Computer vision based driver assistance devices, systems, methods and associated computer executable code",2018
10007855,utility,2018-06-26,Character recognition system and method for rail containers,2018
10007856,utility,2018-06-26,Processing hyperspectral or multispectral image data,2018
10007857,utility,2018-06-26,Method for the three-dimensional detection of objects,2018
10007858,utility,2018-06-26,Terminals and methods for dimensioning objects,2018
10007859,utility,2018-06-26,System and method for superimposed handwriting recognition technology,2018
10007860,utility,2018-06-26,Identifying items in images using regions-of-interest,2018
10007861,utility,2018-06-26,System and method for automatically identifying and matching a color of a structure's external surface,2018
10007862,utility,2018-06-26,System and method for suspect search,2018
10007863,utility,2018-06-26,Logo recognition in images and videos,2018
10007864,utility,2018-06-26,Image processing system and method,2018
10007865,utility,2018-06-26,Learning method and learning device for adjusting parameters of CNN by using multi-scale feature maps and testing method and testing device using the same,2018
10007866,utility,2018-06-26,Neural network image classifier,2018
10007867,utility,2018-06-26,Systems and methods for identifying entities directly from imagery,2018
10007868,utility,2018-06-26,Font replacement based on visual similarity,2018
10007869,utility,2018-06-26,Payment card receiver with selectably blockable slot,2018
10007870,utility,2018-06-26,Redirection of a file based on distance between physical ports of an intermediate device,2018
10007871,utility,2018-06-26,"Image processing apparatus, image processing method, and storage medium that converts drawing data generated by an application program into print data to be printed",2018
10007872,utility,2018-06-26,Media processing system with scheduler,2018
10007873,utility,2018-06-26,Multifunction smart card,2018
10007874,utility,2018-06-26,Clamping bolt with integrated RFID transponder,2018
10007875,utility,2018-06-26,Point-of-sale security activation card,2018
10007876,utility,2018-06-26,Generating an output for a neural network output layer,2018
10007877,utility,2018-06-26,Boltzmann machine circuit,2018
10007878,utility,2018-06-26,Operation plan decision method and operation plan decision system,2018
10007879,utility,2018-06-26,Authoring system for assembling clinical knowledge,2018
10007880,utility,2018-06-26,Weighted cognitive personas and profiles,2018
10007881,utility,2018-06-26,"Information processing system, information processing method, information processing apparatus, and control method and control program thereof",2018
10007882,utility,2018-06-26,"System, method and apparatus to determine associations among digital documents",2018
10007883,utility,2018-06-26,Multiple criteria decision analysis,2018
10007884,utility,2018-06-26,Quantum state dynamics in a community of subjects assigned quantum states modulo a proposition perceived in a social value context,2018
10007885,utility,2018-06-26,Determining a modal amplitude of an inhomogeneous field with a quantum sensor,2018
10007886,utility,2018-06-26,Context-based event creation,2018
10007887,utility,2018-06-26,Failure impact manager,2018
10007888,utility,2018-06-26,Concepts for locating assets utilizing light detection and ranging,2018
10007889,utility,2018-06-26,Finding minimum cost transportation routes for orders through a transportation network,2018
10007890,utility,2018-06-26,Collaborative unmanned aerial vehicle inventory system,2018
10007891,utility,2018-06-26,Re-processing requests in automated warehouses,2018
10007892,utility,2018-06-26,Capacitive sensor system,2018
10007893,utility,2018-06-26,Methods for online collaboration,2018
10007894,utility,2018-06-26,Maintaining a custodian directory by analyzing documents,2018
10007895,utility,2018-06-26,"System and method for indexing, correlating, managing, referencing and syndicating identities and relationships across systems",2018
10007896,utility,2018-06-26,"Mail monitoring system, non-transitory computer readable storage medium, and mail monitoring apparatus",2018
10007897,utility,2018-06-26,Auto-calendaring,2018
10007898,utility,2018-06-26,Database retrieval system,2018
10007899,utility,2018-06-26,Method and apparatus for providing a gift using a mobile communication network and system including the apparatus,2018
10007900,utility,2018-06-26,Systems and methods for facilitating point of sale transactions,2018
10007901,utility,2018-06-26,Service data record system and electronic equipment using the same,2018
10007902,utility,2018-06-26,"Communications network, computer system, computer-implemented method, and computer program product for providing a femtocell-based infrastructure for mobile electronic payment",2018
10007903,utility,2018-06-26,System for transmitting customer data from a device,2018
10007904,utility,2018-06-26,"Methods, server, merchant device, computer programs and computer program products for setting up communication",2018
10007905,utility,2018-06-26,Methods and systems for displaying account information,2018
10007906,utility,2018-06-26,Using a mobile device in a commercial transaction,2018
10007907,utility,2018-06-26,Method and system of capturing an image of a card,2018
10007908,utility,2018-06-26,Method and system for automatically harmonizing access to a software application program via different access devices,2018
10007909,utility,2018-06-26,Method and system for secure transmission of remote notification service messages to mobile devices without secure elements,2018
10007910,utility,2018-06-26,System and method for variable length encryption,2018
10007911,utility,2018-06-26,Methods for rapidly provisioning application functionality to a mobile communication device,2018
10007912,utility,2018-06-26,Client-side security for tokenized transactions,2018
10007913,utility,2018-06-26,Identity management service using a blockchain providing identity transactions between devices,2018
10007914,utility,2018-06-26,Fraud detection employing personalized fraud detection rules,2018
10007915,utility,2018-06-26,Systems and methods to facilitate loyalty reward transactions,2018
10007916,utility,2018-06-26,Folding contactless card payment authentication,2018
10007917,utility,2018-06-26,Pay-per-click fraud protection,2018
10007918,utility,2018-06-26,Customer care automation system,2018
10007919,utility,2018-06-26,System and method for managing customer interactions,2018
10007920,utility,2018-06-26,Device and method for detection of counterfeit pharmaceuticals and/or drug packaging,2018
10007921,utility,2018-06-26,Automatic analysis of rapport,2018
10007922,utility,2018-06-26,Opt in system and method,2018
10007923,utility,2018-06-26,System and method for granting promotional rewards to credit account holders,2018
10007924,utility,2018-06-26,Method for providing stamp service based on beacon signal,2018
10007925,utility,2018-06-26,Local advertisement insertion through web request redirection,2018
